# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638137.94503 0.786518 -5.141764 5.181241 0.674182 -0.593038 0.310848 0.311700 0.0002751934 0.0000098033 -0.0002075053 0.0000192962 -0.0000077398 0.0001664815 0.0286708898 0.0033614997 -0.0007846347 0.0249491553 -0.0124222417 0.0138956415
1403638137.99503 0.837543 -5.353067 5.228895 0.679573 -0.592144 0.304159 0.308273 0.0002687757 0.0000118603 -0.0002092973 0.0000198067 -0.0000097323 0.0001733372 0.0298843928 0.0034238723 -0.0007223440 0.0263994852 -0.0130106165 0.0141824805
1403638138.04503 0.889644 -5.569996 5.277551 0.682679 -0.590625 0.300982 0.307444 0.0002663831 0.0000134221 -0.0002100565 0.0000202987 -0.0000111901 0.0001761938 0.0311649801 0.0034856476 -0.0006555263 0.0279308922 -0.0136173430 0.0144725630
1403638138.09503 0.942946 -5.792302 5.326740 0.682996 -0.589728 0.301448 0.308002 0.0002674487 0.0000136250 -0.0002101481 0.0000206486 -0.0000113336 0.0001757425 0.0325151237 0.0035469274 -0.0005842055 0.0295463439 -0.0142425708 0.0147660333
1403638138.14503 0.996575 -6.019875 5.377741 0.677593 -0.591015 0.307710 0.311262 0.0002743502 0.0000114010 -0.0002090316 0.0000207426 -0.0000091249 0.0001697209 0.0339380819 0.0036060832 -0.0005081023 0.0312511378 -0.0148873606 0.0150631569
1403638138.19503 1.051694 -6.252269 5.427547 0.673687 -0.592535 0.311550 0.313025 0.0002785942 0.0000095713 -0.0002083918 0.0000209210 -0.0000074454 0.0001662823 0.0354349777 0.0036649565 -0.0004276776 0.0330450142 -0.0155506866 0.0153640935
1403638138.24503 1.108303 -6.489783 5.476484 0.671722 -0.593378 0.314126 0.313077 0.0002808746 0.0000079212 -0.0002082100 0.0000211463 -0.0000060779 0.0001647698 0.0370102439 0.0037235229 -0.0003427497 0.0349320426 -0.0162326940 0.0156686150
1403638138.29503 1.166526 -6.732533 5.526398 0.670264 -0.593356 0.315962 0.314394 0.0002834047 0.0000074051 -0.0002078893 0.0000214550 -0.0000055859 0.0001629336 0.0386682400 0.0037819579 -0.0002530461 0.0369186671 -0.0169342487 0.0159766097
1403638138.34503 1.226548 -6.980183 5.576727 0.669565 -0.592488 0.317198 0.316268 0.0002858552 0.0000077020 -0.0002075403 0.0000218144 -0.0000057310 0.0001611349 0.0404110618 0.0038406475 -0.0001586678 0.0390081642 -0.0176554984 0.0162883386
1403638138.39503 1.287759 -7.232981 5.626421 0.667853 -0.591848 0.319987 0.318270 0.0002894736 0.0000071902 -0.0002068370 0.0000221310 -0.0000052325 0.0001582202 0.0422430576 0.0038983214 -0.0000595069 0.0412030405 -0.0183961866 0.0166037360
1403638138.44503 1.350305 -7.491142 5.675720 0.668756 -0.591264 0.319154 0.318298 0.0002893540 0.0000077162 -0.0002072537 0.0000225119 -0.0000056438 0.0001589880 0.0441690190 0.0039551773 0.0000445753 0.0435077821 -0.0191563670 0.0169225929
1403638138.49503 1.414225 -7.755355 5.724719 0.669368 -0.591152 0.318435 0.317938 0.0002890808 0.0000078573 -0.0002077336 0.0000228754 -0.0000057674 0.0001599353 0.0461962289 0.0040112317 0.0001538471 0.0459268280 -0.0199356378 0.0172442741
1403638138.54503 1.479980 -8.024862 5.773416 0.669599 -0.591500 0.318108 0.317132 0.0002888121 0.0000074619 -0.0002082333 0.0000232116 -0.0000054859 0.0001609141 0.0483254143 0.0040675136 0.0002680929 0.0484646599 -0.0207345976 0.0175693649
1403638138.59503 1.547012 -8.299657 5.821752 0.670257 -0.591515 0.317235 0.316587 0.0002883207 0.0000075580 -0.0002087819 0.0000235792 -0.0000055819 0.0001620930 0.0505606445 0.0041226216 0.0003874395 0.0511256488 -0.0215535483 0.0178980009
1403638138.64503 1.615808 -8.580010 5.869711 0.670482 -0.591978 0.316782 0.315700 0.0002879157 0.0000071491 -0.0002093219 0.0000239222 -0.0000052874 0.0001632186 0.0529076002 0.0041777411 0.0005119436 0.0539145072 -0.0223921811 0.0182298108
1403638138.69503 1.686076 -8.866025 5.917332 0.670813 -0.592326 0.316209 0.314915 0.0002874909 0.0000068795 -0.0002098615 0.0000242767 -0.0000050980 0.0001643615 0.0553713786 0.0042320762 0.0006417317 0.0568360769 -0.0232506094 0.0185647583
1403638138.74503 1.757709 -9.157659 5.964685 0.671521 -0.592228 0.315409 0.314393 0.0002870684 0.0000069870 -0.0002103861 0.0000246545 -0.0000052057 0.0001654873 0.0579564201 0.0042852153 0.0007768624 0.0598954095 -0.0241290287 0.0189029121
1403638138.79503 1.831026 -9.454730 6.011676 0.672204 -0.592258 0.314613 0.313673 0.0002865275 0.0000069674 -0.0002109478 0.0000250292 -0.0000052207 0.0001667434 0.0606663545 0.0043379747 0.0009172652 0.0630974616 -0.0250275310 0.0192443830
1403638138.84503 1.905882 -9.757713 6.058288 0.672943 -0.592099 0.313827 0.313175 0.0002861324 0.0000070950 -0.0002114613 0.0000254151 -0.0000053476 0.0001678509 0.0635088962 0.0043899202 0.0010631318 0.0664473330 -0.0259456873 0.0195887101
1403638138.89503 1.982854 -10.066479 6.104477 0.672378 -0.593401 0.314016 0.311733 0.0002858414 0.0000058477 -0.0002119904 0.0000257357 -0.0000043752 0.0001689284 0.0664883702 0.0044428482 0.0012143463 0.0699504428 -0.0268833974 0.0199358773
1403638138.94503 2.060520 -10.380962 6.150390 0.673736 -0.592757 0.312357 0.311692 0.0002851160 0.0000067492 -0.0002125691 0.0000261642 -0.0000051132 0.0001703413 0.0696096020 0.0044920195 0.0013711985 0.0736122089 -0.0278414134 0.0202863317
1403638138.99503 2.140568 -10.701240 6.195722 0.673722 -0.593377 0.312285 0.310613 0.0002848682 0.0000060182 -0.0002130679 0.0000265176 -0.0000045526 0.0001713602 0.0728782821 0.0045430057 0.0015333702 0.0774380040 -0.0288187539 0.0206395420
1403638139.04503 2.221755 -11.027618 6.240752 0.674546 -0.593142 0.311253 0.310309 0.0002844257 0.0000063595 -0.0002135849 0.0000269256 -0.0000048447 0.0001725280 0.0763021993 0.0045914921 0.0017012448 0.0814339039 -0.0298156917 0.0209955112
1403638139.09503 2.304821 -11.359861 6.285314 0.674997 -0.593414 0.310558 0.309504 0.0002839086 0.0000061600 -0.0002141361 0.0000273117 -0.0000047081 0.0001738007 0.0798853033 0.0046399902 0.0018745918 0.0856055936 -0.0308320255 0.0213542958
1403638139.14503 2.389538 -11.698075 6.329391 0.675413 -0.593584 0.309956 0.308872 0.0002835693 0.0000060168 -0.0002146389 0.0000277036 -0.0000046110 0.0001748986 0.0836341764 0.0046876331 0.0020534922 0.0899590240 -0.0318676314 0.0217158450
1403638139.19503 2.475699 -12.042455 6.373060 0.676121 -0.593475 0.308992 0.308500 0.0002831353 0.0000062467 -0.0002151534 0.0000281166 -0.0000048154 0.0001760786 0.0875563624 0.0047335227 0.0022380514 0.0945004998 -0.0329222722 0.0220800004
1403638139.24503 2.563867 -12.392837 6.416124 0.676271 -0.594022 0.308581 0.307529 0.0002827199 0.0000057448 -0.0002156840 0.0000284988 -0.0000044261 0.0001772796 0.0916566532 0.0047798323 0.0024280610 0.0992360592 -0.0339956563 0.0224467964
1403638139.29503 2.653307 -12.749438 6.458772 0.677134 -0.593699 0.307498 0.307336 0.0002823180 0.0000061723 -0.0002161830 0.0000289272 -0.0000047945 0.0001784295 0.0959432357 0.0048234385 0.0026237622 0.1041724186 -0.0350877847 0.0228162066
1403638139.34503 2.744828 -13.112168 6.500858 0.677333 -0.594235 0.307037 0.306321 0.0002818403 0.0000056796 -0.0002167255 0.0000293168 -0.0000044126 0.0001797025 0.1004217692 0.0048676879 0.0028248901 0.1093161517 -0.0361980996 0.0231881007
1403638139.39503 2.837746 -13.481294 6.542455 0.678052 -0.594085 0.306100 0.305961 0.0002814390 0.0000059083 -0.0002172282 0.0000297425 -0.0000046214 0.0001808717 0.1051013593 0.0049095434 0.0030316642 0.1146739590 -0.0373263609 0.0235623757
1403638139.44503 2.932605 -13.856619 6.583481 0.678425 -0.594369 0.305506 0.305174 0.0002810138 0.0000056539 -0.0002177487 0.0000301499 -0.0000044332 0.0001820917 0.1099870770 0.0049513199 0.0032438416 0.1202528456 -0.0384723011 0.0239391212
1403638139.49503 3.029126 -14.238287 6.623961 0.678969 -0.594454 0.304710 0.304593 0.0002805754 0.0000056434 -0.0002182642 0.0000305715 -0.0000044455 0.0001833194 0.1150872602 0.0049916681 0.0034614896 0.1260598709 -0.0396355767 0.0243182652
1403638139.54503 3.127450 -14.626417 6.663832 0.679485 -0.594554 0.303975 0.303980 0.0002801617 0.0000055849 -0.0002187742 0.0000309945 -0.0000044191 0.0001845296 0.1204103221 0.0050312118 0.0036845320 0.1321022247 -0.0408155600 0.0246996319
1403638139.59503 3.227622 -15.020978 6.703117 0.679940 -0.594734 0.303270 0.303316 0.0002797381 0.0000054626 -0.0002192870 0.0000314179 -0.0000043377 0.0001857579 0.1259633647 0.0050700898 0.0039128838 0.1383874347 -0.0420119392 0.0250832653
1403638139.64503 3.329520 -15.422040 6.741813 0.680518 -0.594782 0.302446 0.302748 0.0002792911 0.0000054789 -0.0002197996 0.0000318507 -0.0000043744 0.0001870087 0.1317547528 0.0051075941 0.0041465231 0.1449230666 -0.0432242833 0.0254691410
1403638139.69503 3.433308 -15.829669 6.779874 0.680925 -0.595000 0.301776 0.302071 0.0002788871 0.0000053195 -0.0002203066 0.0000322793 -0.0000042594 0.0001882295 0.1377929812 0.0051445267 0.0043853235 0.1517168736 -0.0444519350 0.0258571483
1403638139.74503 3.538817 -16.243984 6.817338 0.681506 -0.595040 0.300947 0.301508 0.0002784419 0.0000053388 -0.0002208160 0.0000327189 -0.0000042996 0.0001894890 0.1440874316 0.0051798925 0.0046292746 0.1587768536 -0.0456943373 0.0262472184
1403638139.79503 3.646282 -16.664855 6.854125 0.681909 -0.595287 0.300303 0.300752 0.0002780076 0.0000051248 -0.0002213277 0.0000331520 -0.0000041402 0.0001907526 0.1506448286 0.0052148819 0.0048781547 0.1661110766 -0.0469510870 0.0266394894
1403638139.84503 3.755444 -17.092468 6.890268 0.682508 -0.595286 0.299435 0.300261 0.0002775827 0.0000052011 -0.0002218290 0.0000336005 -0.0000042278 0.0001920001 0.1574757299 0.0052479425 0.0051319789 0.1737277221 -0.0482214466 0.0270338293
1403638139.89503 3.866595 -17.526895 6.925769 0.682914 -0.595500 0.298747 0.299598 0.0002771781 0.0000050518 -0.0002223307 0.0000340430 -0.0000041191 0.0001932418 0.1645897012 0.0052807266 0.0053905342 0.1816356142 -0.0495045302 0.0274300874
1403638139.94503 3.979560 -17.968087 6.960572 0.683419 -0.595635 0.297958 0.298962 0.0002767199 0.0000049858 -0.0002228390 0.0000344923 -0.0000040852 0.0001945390 0.1719949911 0.0053120611 0.0056537247 0.1898430582 -0.0507999149 0.0278284437
1403638139.99503 4.094424 -18.416138 6.994678 0.683920 -0.595757 0.297219 0.298306 0.0002762863 0.0000048913 -0.0002233418 0.0000349439 -0.0000040286 0.0001958179 0.1797018146 0.0053423953 0.0059213867 0.1983590286 -0.0521067063 0.0282287953
1403638140.04503 4.211226 -18.871159 7.028076 0.684400 -0.595939 0.296452 0.297608 0.0002758043 0.0000047727 -0.0002238522 0.0000353978 -0.0000039494 0.0001971514 0.1877209953 0.0053719348 0.0061933606 0.2071926334 -0.0534239307 0.0286310314
1403638140.09503 4.329942 -19.333157 7.060724 0.684916 -0.596022 0.295674 0.297027 0.0002753928 0.0000047355 -0.0002243468 0.0000358582 -0.0000039404 0.0001984165 0.1960621298 0.0054004412 0.0064694692 0.2163528401 -0.0547508080 0.0290352102
1403638140.14503 4.450590 -19.802118 7.092599 0.685398 -0.596155 0.294933 0.296384 0.0002749688 0.0000046389 -0.0002248434 0.0000363197 -0.0000038799 0.0001997015 0.2047347540 0.0054279164 0.0067495113 0.2258490516 -0.0560865904 0.0294414258
1403638140.19503 4.573164 -20.278202 7.123707 0.685871 -0.596290 0.294195 0.295749 0.0002745540 0.0000045424 -0.0002253371 0.0000367845 -0.0000038186 0.0002009826 0.2137511550 0.0054542698 0.0070333130 0.2356909459 -0.0574300622 0.0298495236
1403638140.24503 4.697737 -20.761401 7.154006 0.686329 -0.596425 0.293476 0.295130 0.0002741641 0.0000044416 -0.0002258256 0.0000372525 -0.0000037524 0.0002022443 0.2231214486 0.0054799299 0.0073206154 0.2458882305 -0.0587802946 0.0302595762
1403638140.29503 4.824282 -21.251722 7.183480 0.686831 -0.596532 0.292717 0.294499 0.0002737384 0.0000043625 -0.0002263179 0.0000377247 -0.0000037079 0.0002035461 0.2328561687 0.0055045952 0.0076111982 0.2564509047 -0.0601363877 0.0306716861
1403638140.34503 4.952835 -21.749267 7.212128 0.687289 -0.596685 0.291977 0.293855 0.0002733184 0.0000042531 -0.0002268086 0.0000381990 -0.0000036338 0.0002048485 0.2429675639 0.0055284938 0.0079048083 0.2673891486 -0.0614970447 0.0310857750
1403638140.39503 5.083394 -22.254086 7.239915 0.687772 -0.596801 0.291216 0.293242 0.0002729058 0.0000041757 -0.0002272960 0.0000386779 -0.0000035887 0.0002061477 0.2534673990 0.0055515311 0.0082011849 0.2787132810 -0.0628610984 0.0315018827
1403638140.44503 5.215966 -22.766179 7.266817 0.688263 -0.596909 0.290440 0.292640 0.0002724898 0.0000041115 -0.0002277822 0.0000391605 -0.0000035553 0.0002074551 0.2643668111 0.0055736557 0.0085000418 0.2904338250 -0.0642274715 0.0319201295
1403638140.49503 5.350569 -23.285594 7.292869 0.688720 -0.597060 0.289715 0.291975 0.0002720717 0.0000039834 -0.0002282685 0.0000396442 -0.0000034651 0.0002087719 0.2756780712 0.0055948740 0.0088010906 0.3025619048 -0.0655949254 0.0323405619
1403638140.54503 5.487227 -23.812444 7.318079 0.689220 -0.597143 0.288974 0.291359 0.0002716754 0.0000039022 -0.0002287494 0.0000401330 -0.0000034195 0.0002100705 0.2874148607 0.0056153331 0.0091040194 0.3151087693 -0.0669619401 0.0327631350
1403638140.59503 5.625971 -24.346772 7.342389 0.689674 -0.597281 0.288232 0.290737 0.0002712750 0.0000038000 -0.0002292299 0.0000406242 -0.0000033503 0.0002113792 0.2995898336 0.0056352704 0.0094084702 0.3280853047 -0.0683270550 0.0331879067
1403638140.64503 5.766778 -24.888576 7.365733 0.690151 -0.597397 0.287493 0.290097 0.0002708666 0.0000036955 -0.0002297101 0.0000411188 -0.0000032820 0.0002127012 0.3122151613 0.0056543779 0.0097140989 0.3415026296 -0.0696889760 0.0336150528
1403638140.69503 5.909607 -25.437985 7.388168 0.690649 -0.597474 0.286746 0.289492 0.0002704770 0.0000036187 -0.0002301860 0.0000416176 -0.0000032398 0.0002140086 0.3253057986 0.0056721828 0.0100205804 0.3553727942 -0.0710460086 0.0340445536
1403638140.74503 6.054554 -25.995017 7.409630 0.691087 -0.597628 0.286038 0.288827 0.0002700771 0.0000034751 -0.0002306630 0.0000421176 -0.0000031336 0.0002153337 0.3388748762 0.0056894898 0.0103274653 0.3697074942 -0.0723965504 0.0344765194
1403638140.79503 6.201602 -26.559676 7.430130 0.691582 -0.597713 0.285278 0.288219 0.0002696772 0.0000033980 -0.0002311374 0.0000426230 -0.0000030906 0.0002166620 0.3529355421 0.0057059855 0.0106343655 0.3845190435 -0.0737391716 0.0349111514
1403638140.84503 6.350786 -27.132034 7.449657 0.692042 -0.597844 0.284522 0.287589 0.0002692673 0.0000032948 -0.0002316119 0.0000431309 -0.0000030205 0.0002180062 0.3675025264 0.0057219432 0.0109408331 0.3998197123 -0.0750720147 0.0353485073
1403638140.89503 6.502120 -27.712185 7.468226 0.692519 -0.597963 0.283757 0.286949 0.0002688444 0.0000031939 -0.0002320862 0.0000436422 -0.0000029542 0.0002193687 0.3825914538 0.0057374232 0.0112464190 0.4156223995 -0.0763931515 0.0357886499
1403638140.94503 6.655617 -28.300135 7.485783 0.693026 -0.598064 0.282970 0.286289 0.0002683940 0.0000030989 -0.0002325615 0.0000441570 -0.0000028963 0.0002207636 0.3982163146 0.0057524826 0.0115506384 0.4319395998 -0.0777008462 0.0362317958
1403638140.99503 6.811289 -28.895951 7.502281 0.693478 -0.598186 0.282221 0.285679 0.0002680057 0.0000029993 -0.0002330290 0.0000446749 -0.0000028284 0.0002221018 0.4143927203 0.0057672072 0.0118529850 0.4487841173 -0.0789930628 0.0366780723
1403638141.04503 6.969140 -29.499723 7.517726 0.693952 -0.598288 0.281451 0.285075 0.0002676077 0.0000029161 -0.0002334957 0.0000451965 -0.0000027774 0.0002234544 0.4311372526 0.0057815584 0.0121529440 0.4661694386 -0.0802676541 0.0371275931
1403638141.09503 7.129180 -30.111423 7.532079 0.694392 -0.598410 0.280726 0.284461 0.0002672375 0.0000028010 -0.0002339588 0.0000457207 -0.0000026950 0.0002247853 0.4484640396 0.0057955331 0.0124499696 0.4841087176 -0.0815227976 0.0375806616
1403638141.14503 7.291428 -30.731084 7.545340 0.694871 -0.598484 0.280007 0.283844 0.0002668720 0.0000026947 -0.0002344201 0.0000462484 -0.0000026259 0.0002261164 0.4663889455 0.0058092010 0.0127434973 0.5026159059 -0.0827564275 0.0380375101
1403638141.19503 7.455912 -31.358801 7.557493 0.695317 -0.598627 0.279281 0.283164 0.0002664586 0.0000025452 -0.0002348846 0.0000467784 -0.0000025132 0.0002275017 0.4849295797 0.0058228433 0.0130329158 0.5217050256 -0.0839660901 0.0384982726
1403638141.24503 7.622640 -31.994611 7.568507 0.695810 -0.598700 0.278500 0.282569 0.0002660635 0.0000024736 -0.0002353451 0.0000473134 -0.0000024750 0.0002288720 0.5041025311 0.0058364985 0.0133176051 0.5413901693 -0.0851495072 0.0389632054
1403638141.29503 7.791658 -32.638544 7.578362 0.696277 -0.598813 0.277755 0.281910 0.0002656526 0.0000023465 -0.0002358058 0.0000478506 -0.0000023844 0.0002302646 0.5239246151 0.0058506227 0.0135968989 0.5616859430 -0.0863043380 0.0394325820
1403638141.34503 7.962917 -33.290665 7.587042 0.696725 -0.598927 0.277026 0.281278 0.0002652744 0.0000022218 -0.0002362625 0.0000483911 -0.0000022939 0.0002316297 0.5444137577 0.0058645623 0.0138701643 0.5826067478 -0.0874280475 0.0399066577
1403638141.39503 8.136434 -33.951021 7.594569 0.697185 -0.599028 0.276291 0.280646 0.0002648919 0.0000021022 -0.0002367180 0.0000489350 -0.0000022092 0.0002330040 0.5655879285 0.0058783608 0.0141367106 0.6041680425 -0.0885181217 0.0403857292
1403638141.44503 8.312235 -34.619655 7.600908 0.697649 -0.599142 0.275549 0.279978 0.0002644805 0.0000019663 -0.0002371740 0.0000494819 -0.0000021098 0.0002344128 0.5874652458 0.0058922831 0.0143957962 0.6263849262 -0.0895718981 0.0408701062
1403638141.49503 8.490385 -35.296609 7.606028 0.698120 -0.599238 0.274804 0.279330 0.0002640830 0.0000018435 -0.0002376272 0.0000500324 -0.0000020233 0.0002358126 0.6100641576 0.0059071356 0.0146466181 0.6492728587 -0.0905865897 0.0413601016
1403638141.54503 8.670850 -35.981954 7.609924 0.698589 -0.599326 0.274052 0.278707 0.0002636985 0.0000017349 -0.0002380780 0.0000505864 -0.0000019495 0.0002372043 0.6334043078 0.0059223802 0.0148884287 0.6728477509 -0.0915593343 0.0418560566
1403638141.59503 8.853630 -36.675713 7.612561 0.699047 -0.599429 0.273282 0.278091 0.0002633048 0.0000016311 -0.0002385277 0.0000511438 -0.0000018777 0.0002386103 0.6575043330 0.0059379331 0.0151204221 0.6971251545 -0.0924872841 0.0423583716
1403638141.64503 9.038785 -37.377921 7.613902 0.699504 -0.599551 0.272539 0.277408 0.0002628872 0.0000014823 -0.0002389772 0.0000517037 -0.0000017645 0.0002400461 0.6823835475 0.0059545984 0.0153417110 0.7221213567 -0.0933674431 0.0428674462
1403638141.69503 9.226296 -38.088665 7.613937 0.699975 -0.599637 0.271759 0.276801 0.0002624948 0.0000013896 -0.0002394234 0.0000522678 -0.0000017047 0.0002414611 0.7080632013 0.0059720338 0.0155514346 0.7478528984 -0.0941965275 0.0433836452
1403638141.74503 9.416227 -38.808005 7.612663 0.700401 -0.599766 0.271035 0.276151 0.0002621160 0.0000012409 -0.0002398677 0.0000528344 -0.0000015877 0.0002428683 0.7345642808 0.0059911523 0.0157486278 0.7743369166 -0.0949711859 0.0439073601
1403638141.79503 9.608493 -39.536005 7.610068 0.700907 -0.599830 0.270235 0.275510 0.0002616892 0.0000011459 -0.0002403118 0.0000534049 -0.0000015304 0.0002443282 0.7619082369 0.0060105789 0.0159324358 0.8015903969 -0.0956881512 0.0444390851
1403638141.84503 9.803197 -40.272683 7.606096 0.701354 -0.599943 0.269507 0.274840 0.0002612977 0.0000009928 -0.0002407532 0.0000539781 -0.0000014120 0.0002457585 0.7901153915 0.0060318650 0.0161017904 0.8296302665 -0.0963439826 0.0449792999
1403638141.89503 10.000321 -41.018100 7.600757 0.701830 -0.600021 0.268731 0.274211 0.0002608982 0.0000008856 -0.0002411929 0.0000545550 -0.0000013397 0.0002472015 0.8192080036 0.0060546431 0.0162557095 0.8584745096 -0.0969351500 0.0455285194
1403638141.94503 10.199874 -41.772293 7.594013 0.702250 -0.600164 0.267939 0.273601 0.0002604983 0.0000007748 -0.0002416309 0.0000551352 -0.0000012537 0.0002486500 0.8492077642 0.0060790060 0.0163931506 0.8881408055 -0.0974580899 0.0460873099
1403638141.99503 10.401865 -42.535256 7.585846 0.702759 -0.600189 0.267241 0.272920 0.0002601292 0.0000006226 -0.0002420664 0.0000557182 -0.0000011482 0.0002500735 0.8801354441 0.0061049655 0.0165130653 0.9186473265 -0.0979094117 0.0466563298
1403638142.04503 10.606330 -43.307035 7.576229 0.703217 -0.600300 0.266486 0.272234 0.0002597104 0.0000004706 -0.0002425013 0.0000563046 -0.0000010306 0.0002515515 0.9120137892 0.0061330234 0.0166143181 0.9500126454 -0.0982852990 0.0472361807
